record identifier,issue_type,issue_detail,action_taken
stores | store_id: 1,DATA_NORMALIZATION,Field 'city' had value 'Sharjah-Emirate',Standardized
sales | order_id: 27053,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22671,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23690,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22430,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18073,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16046,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11263,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20084,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4417,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20488,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28048,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25003,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4123,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11601,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24332,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10583,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3322,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4981,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3591,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26218,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12572,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9504,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2957,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3573,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4207,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3491,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21222,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1242,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24202,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19395,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3605,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8750,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23622,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10681,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25231,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5421,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6804,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13260,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1469,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7660,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15215,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23800,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18065,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23667,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28022,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 858,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27191,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24926,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27938,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28941,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9562,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24615,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3780,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24036,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22813,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 157,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23292,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17556,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7971,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22655,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17488,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17604,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2668,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6552,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21568,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3940,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5572,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14840,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24760,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19523,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18792,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10042,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 349,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7668,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3646,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6084,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13498,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4196,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15347,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2449,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4378,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12248,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20961,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18162,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 462,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4049,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13730,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16637,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7050,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2414,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18087,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5986,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20400,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26134,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1608,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6076,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17814,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23145,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2086,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2881,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24904,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21510,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 100,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20228,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8559,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18551,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20415,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2287,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7181,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24709,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22691,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26994,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7565,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27342,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15826,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13328,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10871,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29184,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20385,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4551,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27763,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24780,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20892,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5950,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3195,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27992,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27329,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26710,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20158,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26981,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25452,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1169,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28689,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12219,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17071,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10951,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18746,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13839,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23307,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17577,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25687,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29596,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26128,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 138,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27972,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4199,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4083,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12869,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14735,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4556,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28262,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12633,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5792,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11384,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1550,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21615,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7023,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17594,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9318,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11468,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21481,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27613,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2356,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5419,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25903,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10347,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22115,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6740,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3028,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2137,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10411,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19418,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17733,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16395,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14541,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24086,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26796,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 392,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26053,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23320,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15866,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13797,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23403,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5597,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12249,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28675,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17871,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2420,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24697,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14822,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10745,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 230,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6718,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19659,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13371,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7621,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28456,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13575,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24692,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20653,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7431,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21808,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9155,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3176,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13763,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13739,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16147,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11894,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 647,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9723,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8151,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12058,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1629,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10340,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28845,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5281,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29008,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26348,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28529,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10317,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3797,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7829,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5821,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3231,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28090,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6309,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18492,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26467,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18497,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15662,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29034,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22953,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28184,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8333,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14760,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28222,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20943,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15384,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10798,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13555,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7832,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6119,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24302,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26638,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28798,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15474,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25050,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23752,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24995,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12910,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27326,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18921,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27626,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25806,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21116,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27218,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29748,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7394,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29494,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27232,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9754,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11380,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16717,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12793,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26561,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12777,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24807,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2682,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28027,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2114,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23713,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22864,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20747,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17860,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9025,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14188,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25168,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2999,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1099,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6192,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6764,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23201,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4308,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29435,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10998,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15444,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18588,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10943,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29864,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2415,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11801,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10872,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16759,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16057,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10536,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1279,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9126,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26410,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20555,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28153,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25719,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29381,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6788,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
